city,company,country,description,salary_converted_currency,salary_converted_max,salary_converted_min,salary_currency,salary_max,salary_min,salary_raw,title,url,year_posted
Kuala Lumpur,NIB TECHNOLOGIES SDN BHD,MY,"The designer should be good at research and development, equipped with latest technology trends and tools and expert in developing UI/ UX formobile apps and responsive web pages. -|-

Must be at least 3 years experienced in user-centric research, design and development of iOS and Android mobile apps, MacOS apps and web pages UX and UI, by understanding business requirements.
Must have an expert technical demonstrable knowledge of UI/ UX for above platforms using related tools and software such as sketch, Invision, photoshop, illustrator for quick prototyping, iterating flows and building animations too.
Must have a good knowledge of HTML, CSS, Interactions, animations and different UI frameworks of mobile platforms.
Ability to create content and graphics for social media, digital marketing and ads and client presentations is a plus.
Must have a good knowledge of performing metrics analysis by collecting user’s data and customer feedback related to user journey on the product.
Must be good in communication with the team internally and outside the company. Should be familiar with agile/ scrum product development.
Should have a BS or MS degree in Computer Science, Engineering or a related field. Certificates on above technologies or processes are a plus.",MYR,5500.0,4500.0,MYR,5500.0,4500.0,"RM 4,500 - RM 5,500 a month",UI/UX Designer,https://malaysia.indeed.com/viewjob?jk=7c543b17e171aae4&from=serp&vjs=3,2021
Singapore,Experis Singapore,SG,"Our client is a rising MedTech startup is looking for smart and capable Data Scientist to join their exciting Data Science team in Singapore.
The Responsibilities

Research and develop algorithms to detect abnormal subtle changes in physiology using biosensor data in real time
Research and develop algorithms to derive clinical derivative parameters from continuous biosensor data
Design and architect the algorithms workflow
Optimize data analysis processes and systems for better efficiency and maintenance
Analyze the pattern, causes and effects of health and disease in the cohort of collected patient data
Documentation for the explanation on how algorithms has been implemented, verified and validated
Draft and apply paper publications
Edit or review task related research documentations

The Requirements

Master or PhD in Bioinformatics, Statistics, Engineering or related field
Have good statistical modelling and machine learning skills
Hand on experience with end to end development of data analytics solutions
Good knowledge of big data technologies
Good with time-series data analytics, anomaly detection, unsupervised learning, hypothesis testing
Proficient programming in Python, C/C++
Good research ability and critical thinking skills
Good communicator

What's next?
If you are qualified and interested in applying for the position, please kindly send your CV in to Paula Dam at paula. [Click Here to Email Your Resume] / Click Apply or call 65 6232 8832
EA License No.:02C3423
EA Registration No.: R1109289

Dam Dieu Phuong, Paula EA License No.: 02C3423 Personnel Registration No.: R1109289

Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the collection, use and/or disclosure of personal data by ManpowerGroup Singapore for the purpose of carrying out its business, in compliance with the relevant provisions of the Personal Data Protection Act 2012. To learn more about ManpowerGroup's Global Privacy Policy, please visit https://www.experis.com.sg/privacy-policy",MYR,24320.0,15200.0,SGD,8000.0,5000.0,"$60,000 - $96,000 a year",Data Scientist - Machine Learning,https://sg.indeed.com/viewjob?jk=743affefa2aeac67&from=serp&vjs=3,2021
Singapore,Xaltius Pte. Ltd.,SG,"We are looking for experienced freelance/remote trainers for online training for Singapore PMETs for 2-6 months engagements.

Areas of expertise we require the trainers to have are as below (one or more):

1) Excel 2) SQL
3) Python 4) Data Analytics & Machine Learning
Candidate must have prior training experience in the above courses.

Having a Masters in Analytics or Data Science is a plus.

If you have prior industry and training experience do indicate it in your resume.

We are looking for experienced freelance/remote trainers for online training for Singapore PMETs for 2-6 months full-time training engagements.",MYR,24320.0,9120.0,SGD,8000.0,3000.0,"$3,000 - $8,000 a month",Data Science Trainer,https://sg.indeed.com/viewjob?jk=bada8a621fe72207&from=serp&vjs=3,2021
Mid Valley City,AS White Global,MY,"Are you looking for the chance to make your mark in a new, internationally-focused role?

Our client is an Australian insurance icon, that has been operating for over 100 years. This role is a chance for an experienced IT Security System Engineer to step up and really make this role their own! This is a chance-in-a-lifetime opportunity, not to be missed.

A few key things about the role:

You will be part of the local KL tech team (11 Engineers) and broader Sydney team (6 Engineers), with day to day, reporting into the local Tech Delivery Manager in KL.
You will be involved in building security controls in cloud-based solutions and improving and driving innovation to meet the business needs.
It will be up to you to identify and define system security requirements and develop detailed cybersecurity designs.
You will be the guardian angel of system boundaries, computers, and network devices and data.

Pretty exciting right? We are looking for someone special with the following skills & attributes:

Solid engineering experience (ideally 3 years) in information security management or system security within a large financial highly-regulated industry – it would be great if you have experience working with AU/US/UK companies.
Strong experience in administering operating systems, including Windows Server, Linux, and desktops.
Deep understanding of network protocols, network security & system security.
Experience with Microsoft cloud solutions (O365, Azure).
Proven technical knowledge of IT security principles.
Any of the following security certifications: CCSP, CEH, Security + (CompTIA), CySA+ (CompTIA), CASP+ (CompTIA), or PenTest+ (CompTIA).
Qualifications in Computer Science, Security or Systems Engineering, or another relevant degree.
Knowledge of relevant requirements and standards such as ISO27001:2013, NIST, etc.
Knowledge of ITIL and AGILE methodology will be highly regarded.

Career benefits for you:

You will work closely with key senior tech decision-makers in the Australian business, allowing you to be mentored and coached by industry experts.
Work Australian working hours – spend more time on things outside of work, such as family and friends.
During COVID, WFH will continue, however when we return to the office, we have a super convenient location - only 10mins away from KL central.
Our People are our highest priority. At ASW you will receive excellent Annual leave benefits, a private insurance package; gym membership subsidy; internal training opportunities; highly regarded company events; and best of all work for a company that really cares about its People!

Your future is important…. Don’t miss out on this great opportunity – apply now!

Note: As part of our efforts to fight against Covid-19, all interviews at ASW will be conducted via Zoom.

Job Type: Full-time

Salary: RM7,000.00 - RM13,000.00 per month

Experience:

information security management or system security : 3 years (Preferred)",MYR,13000.0,7000.0,MYR,13000.0,7000.0,"Salary: RM7,000.00 - RM13,000.00 per month",IT Security System Engineer,https://malaysia.indeed.com/viewjob?cmp=AS-White-Global&t=IT+Security+System+Engineer&jk=da93af1757452cab&vjs=3,2021
Selangor,Agensi Pekerjaan MatchLink,MY,"Job Description:-

A Workspace / Facilities Digital Operation Key Person, IT/Digital Project Management and Web-Based Developer Including System Automation, Development, System Enhancement, Implementation, Testing and Documentation.
Supporting and Enhancing Existing or New Database / System Application Database. Monitoring System and Server Performance to Make Sure All System Run Smoothly Without Any Downtime.
Responsible for Co-Supervising Projects to Meet Its Quality, Cost, Time And Scope Expectations and Driving Initiatives Towards World Class Digital Facilities Management Via Teamwork, Proactive, Stakeholder Management and Continuous Improvement.
To continuously do a researching, designing and writing New application programs, working closely with other staff inter/intra division, external vendors to gather, analyzing and translate business user requirements; To plan, monitor and control the lifecycle until completion full function system
To conduct testing, error fixing, modify and maintain for existing and new programs and fault finding as and when required and continuously evaluating the systems that make computers and hardware work
Supporting team members in discussion, consultation, inspection, UAT of IT System related to building management, infrastructure, utilities, budgetary and interlink operates ensuring good experience to all staff, vendor, visitors and asset protection.
To plan, prepare & develop divisional reporting and ensure accuracy of data according to database and system created
Other relevant tasks assigned by immediate superior

Job Requirement:-

Candidate must possess at least a Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Computer Science/Information Technology, Engineering (Computer/Telecommunication) or equivalent.
Required skill(s): jquery, ajax, JavaScript, PHP.
Good knowledge in mySQL database
Good in writing both front-end and back-end programming
Good knowledge and experience in project management
Have a good understanding & knowledge in latest technology
Good understanding in System Development Life Cycle (SDLC)
At least 3 year(s) of working experience in the related field is required for this position.
Preferably Junior Executives specializing in IT/Computer - Software or equivalent.
Full-Time and Contract position(s) available.

Location:-

Kuala Lumpur
Selangor

Salary:-

MYR 3,000 - MYR 5,000",MYR,5000.0,3000.0,MYR,5000.0,3000.0,"MYR 3,000 - MYR 5,000",Software Developer/Programmer,https://malaysia.indeed.com/viewjob?jk=548de00d5d11b6e0&from=serp&vjs=3,2021
Kuala Lumpur,Limpopo Technology Sdn Bhd,MY,"Job brief

We are looking for a backend game developer to produce scalable mobile game software solutions. You’ll be part of a cross-functional team that’s responsible for the full software development life cycle.

As a backend developer, you should be comfortable around back-end coding languages, databases, development frameworks and third-party libraries. You should also be a team player with a passion for mobile games creation.

If you’re also familiar with Agile methodologies, we’d like to meet you.

Backend Developer Job Duties and Responsibilities

· Work with development teams and product managers to ideate server-side software solutions

· Design server-side architecture

· Develop and manage well-functioning databases and applications

· Write effective APIs

· Test software to ensure responsiveness and efficiency

· Troubleshoot, debug and upgrade software

· Create security and data protection settings

· Write technical documentation

· Participate in team cross training and mentoring of junior developers

· Coordinate with your team to define development timeframes, dependencies, and areas of risk

Backend Developer Requirements and Qualifications

· Proven experience as a backend game developer or similar role

· Knowledge of back-end languages C#

· Knowledge in MongoDB database is a must, SQL Server an added advantage

· Knowledge of server architecture, scalability, and performance

· Experience working with AWS Cloud-based deployments

· Excellent communication and teamwork skills

· Organizational skills and an analytical mind

· Degree in Computer Science or relevant field

· Minimum 2 years of extensive backend development experience. Experience building game server applications is a huge plus

· Fresh graduates with good results are encouraged

Job Type: Full-time

Salary: RM3,000.00 - RM8,000.00 per month

Schedule:

Monday to Friday

Experience:

Game developer: 2 years (Preferred)",MYR,8000.0,3000.0,MYR,8000.0,3000.0,"Salary: RM3,000.00 - RM8,000.00 per month",Backend Game Developer,https://malaysia.indeed.com/viewjob?cmp=Limpopo-Technology-Sdn-Bhd&t=Backend+Game+Developer&jk=9f2578d7f4342a83&vjs=3,2021
Kuala Lumpur,AMK Technology,MY,"PURPOSE

Collect and analyze user requirements, conduct impact analysis, perform system design
Deliver quality solution and strive for better way to implement in terms of code efficiency and reusability
Write and review technical documentations, such as functional specification, technical specification, ER diagram, data flow and network diagram
Provide ongoing BAU support for existing systems
Practice the Agile development process and reach the goal of each sprint
Implements computer system requirements by defining and analyzing system problems
Design coding workflow and test solutions
Ensure applications in both desktop and mobile are compatible across different major browsers
Provide suggestions on UX/UI design of the systems layout

KEY ACCOUNTABILITIES

Review current technology and drive ways to leverage and improve productivity
Be responsible for the development, maintenance and system support of the existing in-house systems
Ensure quality programming, system testing and documentation
Maintain good communication and co-ordination with team members and users
Perform systems administration and daily IT operation tasks
Engage into the Agile Development Life Cycle
Deliver the solution using CI/CD pipeline
Participate Agile ceremonies
Prepare and write test cases
Prepare SQL scripts for table creation and manipulation
Deploy the solution into different environment, such as Kubernetes system, Linux or Windows servers
Lead junior developers to complete the project on time

REQUIREMENTS

QUALIFICATIONS / EXPERIENCE

University degree in Computer Science or equivalent
At least 5 years of application development experience.

KNOWLEDGE & TECHNICAL SKILLS

Working experience with code quality and best practices tool such as Sonar, eslint, stylelint, sitespeed.io, pa11y-ci, w3c validator, etc.
Experience with CI/CD pipeline from frontend build perspective.
Experience integrating with RESTful APIs
Knowledge of modern authorization mechanisms, such as JSON Web Token
Experience with common front-end development tools such as Webpack, NPM, etc
Solid experience in web front-end development
Familiar with HTML5, CSS3, JavaScript (including OOP model), JQuery
Familiar with front-end frameworks (Vue.js, Vue CLI)
Good Programming practice in responsive and mobile first design
Knowledge of cross-browser compatibility
Experience in rapid prototyping
Familiar with CSS is a plus
Familiar with web socket is a plus
Good sense of the UX & UI design is a plus
Experience in front-end testing tools and testing frameworks is a plus
Experience in agile development methodologies is a plus
Good teamwork, communication skill, & problem-solving skill
Self-motivated & independent
Great passion of front-end web development and programming visual
Good command in both written & spoken English or Cantonese (Mandarin)

Contract length: 12 months

Job Types: Full-time, Contract

Salary: RM2,338.00 - RM7,520.00 per month

Benefits:

Health insurance

Schedule:

Monday to Friday

Experience:

Application Development: 5 years (Preferred)

COVID-19 Precaution(s):

Remote interview process",MYR,7520.0,2338.0,MYR,7520.0,2338.0,"Salary: RM2,338.00 - RM7,520.00 per month",System Analyst,https://malaysia.indeed.com/viewjob?cmp=Inter-Island-Manpower&t=System+Analyst&jk=33e8a1f00d7691ed&vjs=3,2021
Kuala Lumpur,MSP Hitect (M) Sdn. Bhd,MY,"Responsibilities:
To perform product/solution development activities.
Develop module specifications during product/solution development life-cycle.
Participate in unit and system testing during product/solution development life-cycle.
To provide post-development product support and develop appropriate bug fixes.
To produce product documentation and user manual.
To conduct transfer of technology (TOT) on finished products to technical support team.
To conduct product training and/or workshop when required.
Interested on technologies research & development.

Requirements:

Candidate must possess at least a Diploma or Advanced/Higher/Graduate Diploma in - Bachelor's Degree, Post Graduate Diploma or Professional Degree in Engineering (Computer Science/Information Technology) or equivalent.
At least 2 year(s) of working experience in the related field is required for this position. And fresh graduates are welcome to apply but with condition interested on doing technology research.
Experience in Data Warehouse Design/Business Intelligence (COGNOS), Oracle Database, Oracle Identity Management, JDeveloper Programming or HL7 will be an added advantage
Applicants should be Malaysian citizens or hold relevant residence status.
Preferably Senior Executives specializing in IT/Computer - Software or equivalent.
Willing to travel as and when needed
Team Player and able to work well in a team.
Guide a team of junior developers in coding, testing, debugging programming assignment
Ensure the quality and efficiency of programming assignment
Provide supervisory support and problem resolution: To contribute significantly to the development design of Internet applications
Good interpersonal and leadership skills",MYR,6000.0,3500.0,MYR,6000.0,3500.0,"RM 3,500 - RM 6,000 a month",Java Developer,https://malaysia.indeed.com/viewjob?jk=506e1a65a9bce9bb&from=serp&vjs=3,2021
Kuala Lumpur,Inspire Education,MY,"Operational Responsibilities:

Design, develop, test and maintain Hybrid Mobile Apps.
Integrate Mobile Apps with backend restful services.
Maintain and sustain product solutions.
Identify troubleshoot and resolve issues and defect through collaboration and monitoring application performance.
Work with outside data sources and APIs.
Participate and provide subject matter expertise in mobile product design working closely with the Project Manager in the testing of new software programs and applications.
Establish procedures and best-practices for consumer Mobile Apps development practice.
Help maintain code quality, organization and automatization.
Performing job-related duties as assigned.

Administrative Responsibilities:

Provide daily and weekly reports for updates.
Liaise with Project Manager to gather requirements, assist in design and review.
Develop and maintain technical documentation.

Education:

Degree in Computer Science/Information Technology/Computer Engineering or equivalent
Proficient in Spoken and Written English

Experience:

Prior working experience in Mobile Applications (Android/IOS/Hybrid) is beneficial.
Experience in developing a Website is an advantage.
Excellent knowledge in information architecture, human-computer interaction and mobile usability design principles.
Candidate must have at least in-depth knowledge at least some of this programming knowledge (JAVA/Kotlin/Objective C/Swift).
Proven experience in Hybrid Mobile Apps by using React-Native/Flutter
Preferably Executives specializing in IT/Computer – Software or equivalent

_ _
* *

** FRESH GRADS are welcomed to apply

Application Deadline: 31/12/2020

Expected Start Date: 01/01/2021

Job Type: Full-time

Salary: RM2,500.00 - RM4,000.00 per month

Schedule:

Monday to Friday

Experience:

mobile app development: 1 year (Preferred)",MYR,4000.0,2500.0,MYR,4000.0,2500.0,"Salary: RM2,500.00 - RM4,000.00 per month",Mobile App Developer,https://malaysia.indeed.com/viewjob?cmp=Inspire-Education&t=Mobile+Application+Developer&jk=480b9cf39ab77f1d&vjs=3,2021
Kuala Lumpur,Follow,MY,"We are representing a rapidly expanding client in the financial services industry to hire Senior Front End Developer

Steep professional growth
R&D work on new technologies
Excellent remuneration package

Core Responsibilities:

Responsible for frontend development with Javascript frameworks (Vue, Angular, React) to create excellent user experience
Able to develop scalable and reliable codes
Maintain technical documentations
Optimise mobile web application's performance
Maintain industry's best standards, provide relevant coaching and mentoring to the technical team
Active participation in SCRUM activities

Desired Skills:

Computer Science graduate
Involve in front end development with Javascript (ES6), CSS, and HTML for a minimum of 5 years
Good exposure to mobile web application
Familiar with Javascript and Typescript frameworks
Excellent communication skills in English

How to Apply

Contact Wong Kar Yen on +(60)3 9213 1674 or APPLY NOW by clicking the button below. Please send your updated CV to karyen.wong@ambition.com.my quoting ref no. #243753. For similar opportunities, please visit www.ambition.com.my.

Data provided is for recruitment purposes only. *LI-IT",MYR,15000.0,10000.0,MYR,15000.0,10000.0,"RM 10,000 - RM 15,000 a month",Senior Front End Developer,https://malaysia.indeed.com/viewjob?jk=823e69c4e16b4ae7&from=serp&vjs=3,2021
Bangsar,Limpopo Technology Sdn. Bhd,MY,"Responsible

Generate recyclable code libraries
Implement ongoing security systems
Attend regular meeting with the front-end team to expose weaknesses and problems
Routinely inspect server code for speed optimization
Conceptualize and implement solutions for data storage
Configure usability of all front side applications
Maintain a stable server with zero downtime
Keep a backup library before any large changes to server
Design and create services and system architecture for your projects and contribute and provide feedback to other team members.
Help improve our code quality through writing unit tests, automation and performing code reviews.
Collaborate with multidisciplinary team of Back-End Software Engineers, Project Managers and System Administrators.
Participate in brainstorming sessions and contribute ideas to our technology, algorithms and products.
Work with the product and design teams to understand end-user requirements, formulate use cases, and then translate that into a pragmatic and effective technical solution.
Dive into difficult problems and successfully deliver results on schedule.
|- Requirements :
Minimum 3 years experience in a related field
Bachelor degree or more in Computer Science or a related field.
A track record of projects completed on time – you are a flawless executor, not a procrastinate
Experience with all phases of the software development life cycle, best practices and Agile Software Development.
Solid OOP and software design knowledge – you should know how to create software that’s extensible, reusable and meets desired architectural objectives.",MYR,8000.0,3500.0,MYR,8000.0,3500.0,"RM 3,500 - RM 8,000 a month",BACK-END DEVELOPER,https://malaysia.indeed.com/viewjob?jk=542eaae9f5fc0d56&from=serp&vjs=3,2021
Kuala Lumpur,Agensi Pekerjaan HR2O Asia Sdn Bhd,MY,"Job Description – Full-Stack Web Developer

Our clients are looking for Full-stack Web Developers who have a passion for developing robust systems and scalable customer-focused products using cutting-edge technologies. Hence, you will build end-to-end product features to create the most delightful user experience. You may leverage the entire MEAN technology stack to realize these goals and will be part of a team that isn’t afraid of challenges.

Key Responsibilities:

Translation of the UI/UX design wireframes to actual code that will produce visual elements of the application.

You will work with the UI/UX designer and bridge the gap between graphical design and technical implementation, taking an active role on both sides and defining how the application looks as well as how it works.

One of your primary focuses will be the development of all server-side logic, definition and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end.

Key Requirements:

Good understanding of asynchronous request handling, partial page updates, and AJAX

Proficient understanding of cross-browser compatibility issues and ways to work around them

Good understanding of SEO principles and ensuring that application will adhere to them

Integrate user-facing elements developed by front-end developers with server-side logic (RESTful API)

Maintain and develop all parts of a complex service-oriented system

Data migration, transformation and scripting

Proficient understanding of OWASP security principles

Generate analytics and statistics like system reports of server load, etc.

Familiar with Amazon Web Services

Create tests with Mocha, Karma, etc.

Bachelor or Master degree in Computer Science, Information Technology or Engineering

Proficient understanding of web markup (HTML5, CSS3/LESS/SASS)

Excellent proficiency with client-side scripting and JavaScript frameworks (Angular 8)

Work with a large arsenal of open source and cutting-edge technologies such as Express JS, Node JS, MongoDB, Docker

Creating database schemas that represent and support business processes (MongoDB, Mongoose)

Proficient understanding of code versioning tools (Git)

Job Type: Full-time

Salary: RM3,000.00 - RM11,000.00 per month

Experience:

software development: 3 years (Preferred)",MYR,11000.0,3000.0,MYR,11000.0,3000.0,"Salary: RM3,000.00 - RM11,000.00 per month",Full Stack Web Developer (Online Catering),https://malaysia.indeed.com/viewjob?cmp=Agensi-Perkejaan-HR2O-Asia-Sdn-Bhd&t=Full+Stack+Web+Developer&jk=d9178c5ad5e93639&vjs=3,2021
"Kuala Lumpur, Malaysia",Deltafrontier,MY,"Mobile App Developer (Internship)
Location

Kuala Lumpur, Malaysia

Responsibilities

Participating in mobile app implementation and system enhancements
Development of web platform and apps
Collaborate with cross-functional teams to define, design and ship new features
Work on bug fixing and improving application performance

Requirements

Degree/Diploma in Computing Science or equivalent
Interested in Mobile Apps and wants to learn and excel in building mobile apps
Relevant experience or portfolio (internship, projects or previous job) in coding
Experience or Good Knowledge of iOS / Android Apps, ReactJS, Objective C, Android Studio, PHP and Python
Knowledge of MySQL, Microsoft SQL Server (or other relational database management system)
Knowledge of RESTful web services, JSON and XML data format
Knowledge of React, js, CSS, HTML and Git
Experience with Java, node.js and Linux Environment will be a definite advantage
Excellent teamwork skills, good analytical and problem-solving skills with the ability to meet deadlines and work under pressure
Willing to learn, self-initiative, sense of responsibility and interpersonal skill
Needs to have a positive attitude

Contract length: 12 months

Part-time hours: 40 per week

Expected Start Date: 17/01/2021

Job Types: Full-time, Part-time, Internship, Contract

Salary: From RM600.00 per month

Schedule:

Monday to Friday

Experience:

Software Development: 1 year (Preferred)
java: 1 year (Preferred)
development: 1 year (Preferred)

Education:

Bachelor's (Preferred)

Location:

Pudu (Preferred)

COVID-19 Precaution(s):

Remote interview process
Personal protective equipment provided or required
Plastic shield at work stations
Temperature screenings
Social distancing guidelines in place
Virtual meetings
Sanitizing, disinfecting, or cleaning procedures in place",MYR,600.0,600.0,MYR,600.0,600.0,Salary: From RM600.00 per month,software developer - frontend,https://malaysia.indeed.com/viewjob?cmp=Singapore-Deltafrontier&t=Software+Developer&jk=5d2b59ceeb2f1909&vjs=3,2021
Singapore,Aryan Solutions Pte Ltd,SG,"We are looking for Data Scientists for one of our Billion dollar clients in the Consumer Goods Industry in Singapore.

Role - Data Scientist

Salary - Open for discussion

Position type - Permanent

Responsibilities of the role

Lead Model risk assessments within our portfolio across the model lifecycle from Proof of Concept to Deployment
Collaborate with model developers on Model Maintenance Requirements
Develop and enhance model risk management frameworks

Qualifications

Master’s Degree or PhD in “STEM” field (Science, Technology, Engineering, or Mathematics)
3-7 years of experience in data analytics
At least 2 years of experience with model validation, back-testing, and other model risk management activities.
Proven Foundation across full spectrum of ML Techniques (Traditional Methods, Deep Learning, Bayesian, etc), Statistics, Data Modeling, and Optimization.

Preferred Experience with Analytical Tools/Applications including:

Unix/Linux
Big Data Ecosystem: Databricks, Spark, SQL
Deep Learning frameworks: Keras, Tensorflow
Scientific Computing: Python, C++, Java, Scala,
High-Performance Parallel and Distributing Computing
GCP, Azure, or AWS

Interested candidates can share their updated resume at [Click Here to Email Your Resume] or call at 67087429 for a confidential discussion.

Diploma, Bachelor's / Honours, Masters / PhD
Minimum of 3 year(s) experience needed for this position",MYR,35466.666666666664,22800.0,SGD,11666.666666666666,7500.0,"$90,000 - $140,000 a year",Data Scientist,https://sg.indeed.com/viewjob?jk=02a5a550b6748820&from=serp&vjs=3,2021
Outram,MUNICH MANAGEMENT PTE. LTD.,SG,"[CANDIDATES WHO REQUIRE WORK PASSES NEED NOT APPLY]

Big data, artificial intelligence and advanced analytics are transforming the insurance industry across the value chain. Munich Re is at the forefront of this trend, having made a significant investment in start-of-the-art analytics infrastructure and software, central and regional analytics centres of competence and several successful analytics initiatives with its clients worldwide.

Munich Re has experienced exponential growth in demand for analytics pilots from its clients in life, non-life and health. An exciting opportunity exists for a data scientist with advanced analytics skills to join Munich Re’s regional analytics centre (RAC) of competence located in Singapore. The RAC supports Munich Re’s Asia-Pacific (including China and Australia), Middle East and Africa business life and health business region. As such you will work in an agile and innovative area, gaining exposure to a wide variety of business problems, other teams of Munich Re, clients and geographies.

Your job

Using advanced analytics methods to derive actionable insights from existing and new sources of data, the role will contribute towards new services and business models. Predictive analytics applications will span the entire insurance value chain from transforming the customer experience during underwriting, cross-selling, pricing and experience analysis, lapse prevention through to claims management decisions. In this position you will cooperate closely with our clients, actuaries, underwriters, client managers, the IT department, other analytics teams worldwide including at our head office in Munich. You will apply Machine Learning (ML) and Deep Learning (DL) methods to interpret all types of data (structured, unstructured, images, etc.) and build solutions to and solve real problems our clients are facing today.

You will play a leading role in the execution of the full modeling cycle, including the integration of data, selection and application of predictive modeling techniques, model validation and deployment, and engagement with clients on results.

We offer:

The opportunity to be a data scientist in a vibrant, leading global reinsurance company with diverse data to enable innovative data analytics
Develop insurance business solutions based upon insight discovered from data
Active participation and management of projects in the fields of statistics, ML and DL
Development and implementation of solutions that enable operational units to increase quantity and quality of new business
Supporting and advising the business units in applying the latest research methods and providing a central source for specialized know-how, tools and techniques for data analytics
Presentation of statistical, ML and DL solutions to internal and external stakeholders
Networking with already existing data-intensive units in the area of analysis and reporting, as well as with IT to form an analytics community.
Collaborate with internal partners in Life and Health and the data analytics centre in Munich to leverage capabilities in big data technology

Your profile

Preference for Master’s or Ph.D. in data science / advanced data analytics but other fields will be considered including statistics, applied mathematics, information technology, engineering, computer science, or a comparable discipline.
More than 2 years of industry data science / AI / ML experience
Experience:Very good theoretical knowledge of AI, ML and DL methods
At least 2 years hands-on coding in R, Python, SQL (e.g. ETL), etc.
Experienced in carrying out exploratory data analysis, model development and visualization in Jupyter Notebooks (Python and R)
MUST have demonstrable experience in coding and applying traditional regressions (e.g. GLMs), ML (decision trees, random forest, boosted trees, etc.), natural language processing, DL
Visualization in Power BI, D3.js, Dash, JavaScript, etc. is an advantage
Working on data science virtual machines on the cloud (Azure, AWS, etc.)
Understanding of RESTful APIs and microservices is an advantage
Demonstrable Kaggle / Git / analytics blogs and repos are an advantage
Experience in insurance/reinsurance industry would be an advantage and specifically on the topics of underwriting and claims automation and fraud detection
Strong communication in:Documenting analytics results (e.g. MSWord, PowerPoint, Notebooks, etc.)
Verbally explaining analytics concepts and results to non-technical audiences and domain experts and translating analytics results into business solutions
Ability to deliver under short but reasonable timelines
Capacity for innovation, entrepreneurial mindset, forward-looking, enjoy working in a team
Good command of English essential
Willingness to travel within Asia for short periods",MYR,25840.0,18240.0,SGD,8500.0,6000.0,"$6,000 - $8,500 a month",Data Scientist,https://sg.indeed.com/viewjob?jk=26f0e10a79b2686d&from=serp&vjs=3,2021
Kuala Lumpur,TH HEAVY ENGINEERING,MY,"List-ID: 8794540505 Jan 11:01

Job Description

Providing user support, training and system troubleshooting.
Maintain and modify programs; make approved change by amending flow charts, develop detailed

programming modifications.

Write new program code using prescribed specifications.
Confer with user to gain understanding of needed changes or modifications of existing programs.

Resolve questions of program intent, data input, output requirements, and inclusion of internal checks
and controls.

Write and maintain programming documentation.
Maintain confidentiality with regard to the information being processed, stored or accessed.
Document programming problems and resolutions for future reference.
Involve in new IT project implementation and other task assigned.
Must have strong client service orientation Assist personnel of other departments as a computer

resource.

Familiar with Microsoft dynamic 2009
Other duties as assigned.
Responsibilities may require evening and weekend work in response to needs of the systems being

supported.

Email your CV to : shafini.fuad@thhe.com.my
Phone:

Job Details

Job Info & Requirement

Contract Type

Full-time

Job Type

Executive

Experience Level

5-10 years

Job Categories

Construction

Minimum Education Required

Professional Certificate, Diploma or Advanced/Higher/Graduate Diploma in Computer Science/Information Technology or equivalent. At least 7 years(s) of working experience in the related field

Language Required

English, Bahasa Malaysia

Nationality Preferred

Malaysians Only

Gender Preferred

All Genders

Own Transport

Car/Van

Salary & Other benefits

Salary

RM 3 000 - 5 000 per month",MYR,5000.0,3000.0,MYR,5000.0,3000.0,RM 3 000 - 5 000 per month,Senior Executive IT,https://malaysia.indeed.com/viewjob?jk=6413d75143377b04&from=serp&vjs=3,2021
Kuala Lumpur.,CareerMaster Sdn Bhd,MY,"Job Description

CM02776

BI Specialist

RM 7,000 - RM 9,000

Location: Kuala Lumpur.

Client's Profile:

Is the largest Brand Activation Agency in Malaysia which founded for more than 20 years.

Working Days: 5

Attractive Benefits Included:

Fixed Basic
Allowances
Insurance Coverage
Medical Benefits

Interested candidates, kindly REGISTER your Job Seeker Profile with CareerMaster & APPLY NOW!

Shortlisted candidates will be notified.

JOB RESPONSIBILITIES:

Power BI development and administration.
Involvement in ETL to transform data from the new data source.
Design and maintain an effective data warehouse to support efficient information access and extraction by relevant users
Will work directly with clients and leadership at various levels in an organization to research and identify operational business requirement with sufficient details and clarity to allow the development of the data or reporting solution needed.
Excellent in analytical thinking for translating data into informative visuals and reports.
Should have knowledge and experience in prototyping, designing, and requirement analysis.
Perform day to day BI duties.

JOB REQUIREMENTS:

Possess at least a bachelor’s degree in Computer Science/ Information Technology.
5+ years of industry experience doing using Microsoft Power BI.
Firm understanding of SQL, Stored Proc.
Proficient with MSSQL or any related databases.
Proficient in with Dax language and Power Query.
Experience with Azure cloud computing platform is added advantages.
Familiar with Microsoft Power Automate will be added advantage.
Smart, energetics and gets things are done - you have a can-do attitude for anything from ETL setup and build maintenance through to QA and feature delivery.",MYR,9000.0,7000.0,MYR,9000.0,7000.0,"RM 7,000 - RM 9,000",BI Specialist,https://malaysia.indeed.com/viewjob?jk=17db853079507698&from=serp&vjs=3,2021
